case_id,customer_id,region,industry,customer_tier,pump_model,model_family,complexity_class,pump_age_years,operating_hours,prior_repairs_count,error_code,failure_type,severity,priority,warranty_flag,technician_id,technician_experience_years,critical_part_id,critical_part_supplier_id,parts_from_hq_flag,maintenance_kit_applied,maintenance_kit_type,maintenance_kit_threshold_hours,intake_date,received_date,diagnosis_date,repair_start_date,repair_end_date,qa_date,shipped_back_date,waiting_for_parts_days,queue_days,active_repair_days,rework_count,rework_days,qa_duration_days,repair_duration_days,qa_failed_flag,parts_cost_eur,labor_hours
RMA9509178,CUST10097,DACH,Semiconductor,Standard,G200D,G,Medium,3.5,4647,1,LEAK_01,Seal/Leak,medium,Normal,0,TECH214,4.0,G200D_ADD_BEARING_SET_G_SERIES,SUP300,0,0,,9000,2025-03-08,2025-03-09,2025-03-10,2025-03-12,2025-03-17,2025-03-18,2025-03-22,0,1,5.8,0,0.0,1.05,13.96,0,614.19,42.1
RMA9509179,CUST10314,DACH,Vacuum Coating,Standard,R600,R,High,4.66,9074,1,PM_SCHED,Preventive maintenance,low,Normal,0,TECH215,8.0,R600_ADD_EXHAUST_VALVE_PLATE_R_SERIES,SUP301,1,1,PMKIT_R600,8000,2025-05-31,2025-06-02,2025-06-04,2025-06-05,2025-06-07,2025-06-08,2025-06-05,2,2,2.71,0,0.0,1.01,3.28,0,2501.05,19.88
RMA9509180,CUST10246,US,R&D,Key Account,R600,R,High,2.53,8139,4,CTRL_04,Control electronics,medium,Normal,0,TECH205,6.0,R600_ADD_BEARING_SET_R_SERIES,SUP301,1,0,,8000,2025-04-07,2025-04-08,2025-04-10,2025-04-12,2025-04-20,2025-04-21,2025-04-27,4,2,7.94,0,0.0,0.94,19.7,0,503.58,53.41
RMA9509181,CUST10060,EMEA,Pharma,Key Account,T1200,T,High,2.77,6033,1,PM_SCHED,Preventive maintenance,low,Normal,0,TECH202,4.0,T1200_KIT_OIL_SEAL_HTC_17_40_9,SUP301,1,1,PMKIT_T1200,6500,2024-02-12,2024-02-14,2024-02-16,2024-02-16,2024-02-20,2024-02-20,2024-02-17,4,3,3.08,1,0.85,0.69,3.12,1,1461.04,21.07
RMA9509182,CUST10112,DACH,R&D,Standard,G200D,G,Medium,8.77,8165,3,CTRL_04,Control electronics,medium,Normal,0,TECH218,6.0,G200D_ADD_FILTER_ELEMENT_G_SERIES,SUP310,0,0,,9000,2025-05-26,2025-05-29,2025-05-31,2025-06-02,2025-06-08,2025-06-09,2025-06-26,2,1,6.04,0,0.0,0.93,28.62,0,349.88,36.1
RMA9509183,CUST10272,APAC,Automotive,Strategic,R300,R,Medium,8.99,9511,4,LEAK_01,Seal/Leak,medium,Normal,1,TECH220,4.0,R300_ADD_EXHAUST_VALVE_PLATE_R_SERIES,SUP311,1,0,,7000,2025-09-03,2025-09-04,2025-09-05,2025-09-06,2025-09-12,2025-09-13,2025-09-17,2,3,5.85,0,0.0,0.91,13.48,0,600.06,33.35
RMA9509184,CUST10287,APAC,Semiconductor,Standard,G100D,G,Medium,8.94,12521,3,CONT_05,Contamination,medium,Normal,0,TECH206,7.0,G100D_ADD_FILTER_ELEMENT_G_SERIES,SUP301,1,0,,8000,2025-06-15,2025-06-18,2025-06-20,2025-06-21,2025-06-28,2025-06-29,2025-07-16,2,0,6.45,0,0.0,1.25,28.83,0,316.63,35.83
RMA9509185,CUST10280,US,Vacuum Coating,Standard,G100D,G,Medium,3.11,8142,3,PM_SCHED,Preventive maintenance,low,Normal,0,TECH224,9.0,G100D_ADD_CORROSION_SEAL_SET_G_SERIES,SUP309,1,1,PMKIT_G100D,8000,2026-01-12,2026-01-13,2026-01-14,2026-01-16,2026-01-19,2026-01-20,2026-01-16,0,2,2.5,0,0.0,0.98,3.28,0,2415.52,15.31
RMA9509186,CUST10193,APAC,Semiconductor,Key Account,T800,T,High,4.48,6785,2,PM_SCHED,Preventive maintenance,low,Normal,0,TECH207,5.0,T800_KIT_VANE_SPRING_PHI24X24,SUP301,1,1,PMKIT_T800,6000,2024-05-09,2024-05-12,2024-05-15,2024-05-17,2024-05-20,2024-05-21,2024-05-14,2,2,2.6,0,0.0,0.96,2.76,0,1408.59,18.56
RMA9509187,CUST10031,US,Semiconductor,Standard,G200D,G,Medium,1.62,2271,3,LEAK_01,Seal/Leak,medium,Normal,0,TECH206,7.0,G200D_ADD_CORROSION_SEAL_SET_G_SERIES,SUP305,0,0,,9000,2024-07-21,2024-07-24,2024-07-27,2024-07-28,2024-08-03,2024-08-04,2024-08-06,1,4,6.24,0,0.0,1.12,13.37,0,614.19,42.89
RMA9509188,CUST10092,DACH,Automotive,Standard,LD50,LD,Low,7.51,9920,1,PM_SCHED,Preventive maintenance,low,Normal,1,TECH218,6.0,LD50_KIT_SPRING_PHI10X22,SUP301,1,1,PMKIT_LD50,9500,2024-02-08,2024-02-09,2024-02-11,2024-02-12,2024-02-14,2024-02-15,2024-02-12,2,2,1.88,0,0.0,0.65,3.72,0,534.8,13.8
RMA9509189,CUST10234,DACH,Vacuum Coating,Standard,LD50,LD,Low,9.23,7538,2,LEAK_01,Seal/Leak,medium,Normal,0,TECH206,7.0,LD50_ADD_SEAL_SET_LD_SERIES,SUP301,1,0,,9500,2025-02-19,2025-02-20,2025-02-22,2025-02-22,2025-02-26,2025-02-27,2025-03-08,0,3,4.44,0,0.0,1.28,16.42,0,308.26,26.55
RMA9509190,CUST10296,DACH,R&D,Standard,G400D,G,High,2.71,10367,1,PM_SCHED,Preventive maintenance,low,Normal,0,TECH220,4.0,G400D_ADD_BEARING_SET_G_SERIES,SUP305,1,1,PMKIT_G400D,10000,2025-01-30,2025-02-01,2025-02-02,2025-02-03,2025-02-06,2025-02-07,2025-02-03,5,4,2.76,0,0.0,1.2,2.9,0,2105.42,20.34
RMA9509191,CUST10241,EMEA,R&D,Standard,LD50,LD,Low,3.63,13466,4,CONT_05,Contamination,medium,Normal,0,TECH221,3.0,LD50_ADD_BEARING_SET_LD_SERIES,SUP301,1,0,,9500,2024-10-29,2024-10-31,2024-11-03,2024-11-04,2024-11-08,2024-11-10,2024-11-27,1,3,4.8,0,0.0,1.34,27.64,0,308.26,33.58
RMA9509192,CUST10057,DACH,Automotive,Standard,R600,R,High,5.86,10348,2,TEMP_03,Overheating,high,High,0,TECH208,7.0,R600_ADD_CORROSION_SEAL_SET_R_SERIES,SUP301,1,0,,8000,2025-05-24,2025-05-28,2025-05-30,2025-06-01,2025-06-11,2025-06-12,2025-06-12,5,3,9.9,0,0.0,0.79,15.83,0,318.7,68.49
RMA9509193,CUST10016,DACH,R&D,Standard,T800,T,High,0.69,5737,0,PM_SCHED,Preventive maintenance,low,Normal,0,TECH219,4.0,T800_KIT_SEAL_SET_T_SERIES,SUP301,1,1,PMKIT_T800,6000,2026-01-30,2026-02-01,2026-02-04,2026-02-04,2026-02-08,2026-02-08,2026-02-04,0,2,3.14,0,0.0,0.75,3.21,0,1408.59,20.07
RMA9509194,CUST10263,DACH,Semiconductor,Strategic,R600,R,High,2.28,1648,2,TEMP_03,Overheating,high,High,0,TECH200,2.0,R600_ADD_BEARING_SET_R_SERIES,SUP301,1,0,,8000,2025-09-30,2025-10-01,2025-10-03,2025-10-04,2025-10-15,2025-10-16,2025-10-15,3,3,11.62,0,0.0,1.22,14.82,0,638.41,71.08
RMA9509195,CUST10077,DACH,R&D,Standard,LD50,LD,Low,3.38,9834,0,PM_SCHED,Preventive maintenance,low,Normal,0,TECH218,6.0,LD50_KIT_O_RING_S_24,SUP301,1,1,PMKIT_LD50,9500,2024-05-24,2024-05-28,2024-05-31,2024-06-02,2024-06-04,2024-06-05,2024-05-30,4,3,1.64,0,0.0,0.72,2.73,0,534.8,9.62
RMA9509196,CUST10098,APAC,Semiconductor,Standard,R300,R,Medium,4.15,2602,2,TEMP_03,Overheating,high,High,0,TECH215,8.0,R300_ADD_CORROSION_SEAL_SET_R_SERIES,SUP307,0,0,,7000,2025-03-05,2025-03-07,2025-03-10,2025-03-10,2025-03-19,2025-03-19,2025-03-23,1,3,8.32,0,0.0,0.71,16.03,0,209.96,46.29
RMA9509197,CUST10099,DACH,Semiconductor,Key Account,R300,R,Medium,1.44,5835,4,TEMP_03,Overheating,high,High,0,TECH215,8.0,R300_ADD_BEARING_SET_R_SERIES,SUP301,1,0,,7000,2024-06-16,2024-06-17,2024-06-20,2024-06-22,2024-07-01,2024-07-02,2024-07-02,5,4,8.66,0,0.0,1.18,15.71,1,600.06,55.7
RMA9509198,CUST10125,DACH,Vacuum Coating,Strategic,R600,R,High,6.96,4831,3,LEAK_01,Seal/Leak,medium,Normal,0,TECH221,3.0,R600_ADD_EXHAUST_VALVE_PLATE_R_SERIES,SUP301,1,0,,8000,2024-03-28,2024-03-31,2024-04-02,2024-04-04,2024-04-12,2024-04-13,2024-04-09,0,4,7.99,0,0.0,1.32,9.01,0,368.4,44.25
RMA9509199,CUST10001,US,Aerospace,Standard,LD50,LD,Low,7.36,9904,3,PM_SCHED,Preventive maintenance,low,Normal,0,TECH221,3.0,LD50_ADD_BEARING_SET_LD_SERIES,SUP301,1,1,PMKIT_LD50,9500,2024-07-01,2024-07-03,2024-07-05,2024-07-06,2024-07-08,2024-07-09,2024-07-06,4,4,1.67,0,0.0,1.25,3.55,0,705.48,12.47
RMA9509200,CUST10057,DACH,Automotive,Standard,G200D,G,Medium,8.93,10738,4,PM_SCHED,Preventive maintenance,low,Normal,0,TECH217,4.0,G200D_ADD_FILTER_ELEMENT_G_SERIES,SUP310,1,1,PMKIT_G200D,9000,2025-01-27,2025-01-31,2025-02-02,2025-02-02,2025-02-04,2025-02-06,2025-02-04,3,4,2.27,0,0.0,1.36,4.56,0,1960.11,14.04
RMA9509201,CUST10260,EMEA,Vacuum Coating,Key Account,T800,T,High,5.5,1659,4,LEAK_01,Seal/Leak,medium,Normal,0,TECH205,6.0,T800_ADD_PRESSURE_SENSOR_T_SERIES_SPARE,SUP301,1,0,,6000,2025-08-24,2025-08-27,2025-08-30,2025-09-01,2025-09-09,2025-09-10,2025-09-05,1,2,7.85,0,0.0,1.07,9.15,0,908.09,58.18
RMA9509202,CUST10254,EMEA,R&D,Key Account,T1200,T,High,5.57,6263,4,PM_SCHED,Preventive maintenance,low,Normal,0,TECH210,7.0,T1200_KIT_OIL_LEVEL_GAUGE,SUP301,1,1,PMKIT_T1200,6500,2025-12-13,2025-12-14,2025-12-16,2025-12-18,2025-12-21,2025-12-22,2025-12-17,4,2,2.89,0,0.0,1.29,3.36,0,1461.04,16.97
RMA9509203,CUST10311,US,Semiconductor,Standard,R600,R,High,2.25,8556,2,LEAK_01,Seal/Leak,medium,Normal,0,TECH224,9.0,R600_ADD_OIL_MIST_FILTER_R_SERIES,SUP310,1,0,,8000,2024-08-06,2024-08-07,2024-08-10,2024-08-11,2024-08-18,2024-08-19,2024-08-13,4,3,6.75,0,0.0,1.31,6.78,0,638.41,49.71
RMA9509204,CUST10259,DACH,Semiconductor,Standard,G400D,G,High,4.27,10472,2,PM_SCHED,Preventive maintenance,low,Normal,0,TECH220,4.0,G400D_KIT_GASKET_PLATE_REINFORCED,SUP301,1,1,PMKIT_G400D,10000,2025-12-29,2026-01-01,2026-01-02,2026-01-03,2026-01-06,2026-01-08,2026-01-03,3,2,2.99,0,0.0,1.32,2.98,1,1932.21,16.54
RMA9509205,CUST10028,US,Vacuum Coating,Standard,G400D,G,High,1.54,14595,1,TEMP_03,Overheating,high,High,0,TECH200,2.0,G400D_ADD_CORROSION_SEAL_SET_G_SERIES,SUP311,0,0,,10000,2024-10-21,2024-10-22,2024-10-25,2024-10-25,2024-11-06,2024-11-07,2024-11-05,0,3,12.27,0,0.0,0.98,14.47,0,585.04,82.72
RMA9509206,CUST10030,US,Aerospace,Standard,R600,R,High,1.83,9305,1,PM_SCHED,Preventive maintenance,low,Normal,1,TECH221,3.0,R600_KIT_O_RING_P_8,SUP301,1,1,PMKIT_R600,8000,2024-07-21,2024-07-23,2024-07-24,2024-07-26,2024-07-29,2024-07-31,2024-07-26,5,0,3.01,0,0.0,1.34,3.6,0,2132.65,21.4
RMA9509207,CUST10179,US,Semiconductor,Key Account,T800,T,High,8.01,6089,0,PM_SCHED,Preventive maintenance,low,Normal,0,TECH223,7.0,T800_ADD_CORROSION_SEAL_SET_T_SERIES,SUP301,1,1,PMKIT_T800,6000,2024-09-03,2024-09-04,2024-09-07,2024-09-09,2024-09-12,2024-09-13,2024-09-07,0,1,3.12,0,0.0,0.71,3.06,0,1496.09,22.08
RMA9509208,CUST10099,DACH,Semiconductor,Key Account,R300,R,Medium,1.44,5835,4,TEMP_03,Overheating,high,High,0,TECH215,8.0,R300_ADD_BEARING_SET_R_SERIES,SUP301,1,0,,7000,2024-06-16,2024-06-17,2024-06-20,2024-06-22,2024-07-01,2024-07-02,2024-07-02,5,4,8.66,0,0.0,1.18,15.24,0,600.06,55.7
RMA9509209,CUST10095,DACH,R&D,Standard,G100D,G,Medium,3.25,11275,3,TEMP_03,Overheating,high,High,0,TECH210,7.0,G100D_ADD_FILTER_ELEMENT_G_SERIES,SUP301,1,0,,8000,2024-07-03,2024-07-06,2024-07-07,2024-07-09,2024-07-17,2024-07-19,2024-07-21,0,2,8.65,0,0.0,1.2,15.68,0,631.48,55.96
RMA9509210,CUST10144,EMEA,Pharma,Standard,LD50,LD,Low,0.57,9133,1,PM_SCHED,Preventive maintenance,low,Normal,0,TECH212,11.0,LD50_KIT_SPRING_PHI10X22,SUP301,1,1,PMKIT_LD50,9500,2025-09-26,2025-09-30,2025-10-02,2025-10-02,2025-10-04,2025-10-05,2025-10-02,2,4,1.87,0,0.0,0.89,2.48,1,534.8,12.8
RMA9509211,CUST10289,APAC,Semiconductor,Standard,LD50,LD,Low,1.38,2795,0,CONT_05,Contamination,medium,Normal,0,TECH216,5.0,LD50_ADD_BEARING_SET_LD_SERIES,SUP301,1,0,,9500,2025-10-09,2025-10-11,2025-10-14,2025-10-15,2025-10-21,2025-10-22,2025-11-07,2,1,5.06,1,0.88,0.74,27.77,1,308.26,30.81
RMA9509212,CUST10291,EMEA,Semiconductor,Standard,R300,R,Medium,7.71,8999,4,TEMP_03,Overheating,high,High,0,TECH217,4.0,R300_ADD_OIL_MIST_FILTER_R_SERIES,SUP305,1,0,,7000,2025-06-21,2025-06-25,2025-06-26,2025-06-27,2025-07-05,2025-07-05,2025-07-11,5,4,7.57,0,0.0,0.69,16.26,0,600.06,46.46
RMA9509213,CUST10143,DACH,Vacuum Coating,Strategic,R600,R,High,4.75,8912,3,PM_SCHED,Preventive maintenance,low,Normal,0,TECH212,11.0,R600_ADD_VIBRATION_DAMPER_R_SERIES,SUP310,1,1,PMKIT_R600,8000,2024-07-19,2024-07-23,2024-07-24,2024-07-24,2024-07-27,2024-07-28,2024-07-26,0,4,2.84,0,0.0,0.79,3.69,0,2402.66,19.44
RMA9509214,CUST10268,APAC,Semiconductor,Key Account,R600,R,High,9.47,8177,4,PM_SCHED,Preventive maintenance,low,Normal,0,TECH221,3.0,R600_ADD_EXHAUST_VALVE_PLATE_R_SERIES,SUP301,1,1,PMKIT_R600,8000,2024-04-14,2024-04-15,2024-04-18,2024-04-19,2024-04-22,2024-04-23,2024-04-18,2,2,3.07,0,0.0,1.34,3.7,0,2501.05,22.01
RMA9509215,CUST10299,DACH,Pharma,Standard,R600,R,High,2.54,7789,3,PM_SCHED,Preventive maintenance,low,Normal,0,TECH202,4.0,R600_KIT_SHAFT_SLEEVE_R_SERIES,SUP301,1,1,PMKIT_R600,8000,2024-08-04,2024-08-08,2024-08-10,2024-08-12,2024-08-15,2024-08-16,2024-08-11,1,0,3.17,0,0.0,0.71,3.73,0,2132.65,21.71
RMA9509216,CUST10056,DACH,Semiconductor,Standard,LD50,LD,Low,4.15,9758,0,PM_SCHED,Preventive maintenance,low,Normal,0,TECH219,4.0,LD50_KIT_O_RING_S_24,SUP301,1,1,PMKIT_LD50,9500,2025-03-29,2025-04-01,2025-04-03,2025-04-04,2025-04-06,2025-04-07,2025-04-04,4,4,1.78,0,0.0,0.82,3.9,1,534.8,9.96
RMA9509217,CUST10140,EMEA,Aerospace,Key Account,R600,R,High,7.14,5742,1,CONT_05,Contamination,medium,Normal,0,TECH210,7.0,R600_ADD_VIBRATION_DAMPER_R_SERIES,SUP310,1,0,,8000,2026-01-30,2026-01-31,2026-02-01,2026-02-03,2026-02-10,2026-02-11,2026-02-28,5,2,6.72,0,0.0,1.27,28.82,0,638.41,45.27
RMA9509218,CUST10197,EMEA,Semiconductor,Standard,G200D,G,Medium,5.54,6890,0,CONT_05,Contamination,medium,Normal,0,TECH227,5.0,G200D_ADD_ANTI_CORROSION_FASTENER_SET_G_SERIES,SUP311,0,0,,9000,2025-07-19,2025-07-20,2025-07-22,2025-07-23,2025-07-29,2025-07-29,2025-08-17,0,1,5.31,0,0.0,0.93,28.19,0,340.09,36.83
RMA9509219,CUST10049,DACH,Semiconductor,Standard,R300,R,Medium,2.44,8543,0,CTRL_04,Control electronics,medium,Normal,0,TECH210,7.0,R300_ADD_CORROSION_SEAL_SET_R_SERIES,SUP307,1,0,,7000,2024-08-09,2024-08-10,2024-08-11,2024-08-13,2024-08-18,2024-08-19,2024-09-03,2,2,5.15,0,0.0,1.1,24.67,0,477.59,29.44
RMA9509220,CUST10315,US,Vacuum Coating,Standard,LD50,LD,Low,6.84,2537,2,LEAK_01,Seal/Leak,medium,Normal,0,TECH219,4.0,LD50_ADD_SEAL_SET_LD_SERIES,SUP301,1,0,,9500,2025-03-19,2025-03-22,2025-03-24,2025-03-26,2025-03-31,2025-04-01,2025-03-31,4,1,4.94,0,0.0,0.84,9.28,0,308.26,29.31
RMA9509221,CUST10261,EMEA,Automotive,Standard,G400D,G,High,9.39,6617,4,VIB_02,Vibration,high,High,0,TECH225,5.0,G400D_ADD_ANTI_CORROSION_FASTENER_SET_G_SERIES,SUP310,0,0,,10000,2025-09-22,2025-09-23,2025-09-24,2025-09-25,2025-10-04,2025-10-06,2025-10-03,0,4,9.74,0,0.0,1.31,10.86,0,262.03,58.03
RMA9509222,CUST10175,EMEA,Vacuum Coating,Standard,G400D,G,High,0.69,12021,1,PM_SCHED,Preventive maintenance,low,Normal,0,TECH204,12.0,G400D_KIT_OIL_SEAL_HTC_17_40_9,SUP301,1,1,PMKIT_G400D,10000,2024-07-15,2024-07-17,2024-07-20,2024-07-22,2024-07-25,2024-07-26,2024-07-20,5,4,2.52,0,0.0,1.32,3.44,0,1932.21,15.03
RMA9509223,CUST10142,DACH,Automotive,Standard,R300,R,Medium,2.45,2166,3,CTRL_04,Control electronics,medium,Normal,0,TECH210,7.0,R300_ADD_CORROSION_SEAL_SET_R_SERIES,SUP307,1,0,,7000,2024-04-25,2024-04-28,2024-04-30,2024-05-01,2024-05-07,2024-05-08,2024-05-23,0,2,5.85,0,0.0,1.3,25.41,0,370.85,41.46
RMA9509224,CUST10203,DACH,R&D,Key Account,G400D,G,High,9.19,9138,1,PM_SCHED,Preventive maintenance,low,Normal,0,TECH203,9.0,G400D_KIT_MIDDLE_PIN_PHI2XPHI34X27,SUP301,1,1,PMKIT_G400D,10000,2025-01-19,2025-01-23,2025-01-26,2025-01-27,2025-01-29,2025-01-31,2025-01-26,4,2,2.54,0,0.0,1.18,3.32,0,1932.21,18.69
RMA9509225,CUST10250,DACH,Vacuum Coating,Standard,G100D,G,Medium,8.45,12129,1,CONT_05,Contamination,medium,Normal,0,TECH214,4.0,G100D_ADD_FILTER_ELEMENT_G_SERIES,SUP301,1,0,,8000,2024-05-23,2024-05-24,2024-05-25,2024-05-25,2024-05-30,2024-06-01,2024-06-21,5,0,5.92,0,0.0,1.36,28.92,0,425.88,41.85
RMA9509226,CUST10005,APAC,Semiconductor,Standard,G400D,G,High,6.45,9859,3,PM_SCHED,Preventive maintenance,low,Normal,0,TECH224,9.0,G400D_KIT_BEARING_6002_OPEN,SUP301,1,1,PMKIT_G400D,10000,2025-02-12,2025-02-13,2025-02-15,2025-02-16,2025-02-19,2025-02-20,2025-02-16,1,4,2.7,1,0.57,0.75,3.45,0,1932.21,18.12
RMA9509227,CUST10223,US,Automotive,Standard,R600,R,High,3.71,7546,3,PM_SCHED,Preventive maintenance,low,Normal,0,TECH226,4.0,R600_KIT_O_RING_P_12,SUP301,1,1,PMKIT_R600,8000,2024-02-29,2024-03-03,2024-03-06,2024-03-07,2024-03-10,2024-03-11,2024-03-06,1,2,2.77,0,0.0,1.38,3.12,0,2132.65,20.0
RMA9509228,CUST10044,APAC,Semiconductor,Standard,G100D,G,Medium,3.4,3373,4,LEAK_01,Seal/Leak,medium,Normal,0,TECH217,4.0,G100D_ADD_INLET_VALVE_PLATE_G_SERIES,SUP301,1,0,,8000,2025-12-07,2025-12-10,2025-12-11,2025-12-13,2025-12-19,2025-12-20,2025-12-19,3,3,5.63,0,0.0,0.88,9.78,0,412.16,36.53
RMA9509229,CUST10132,EMEA,Semiconductor,Standard,G200D,G,Medium,6.86,9353,1,PM_SCHED,Preventive maintenance,low,Normal,0,TECH225,5.0,G200D_KIT_COUPLING,SUP301,1,1,PMKIT_G200D,9000,2024-09-01,2024-09-02,2024-09-05,2024-09-06,2024-09-08,2024-09-09,2024-09-05,3,3,2.17,0,0.0,0.72,3.69,0,1915.55,15.32
RMA9509230,CUST10169,DACH,Vacuum Coating,Standard,T800,T,High,8.73,5473,2,PM_SCHED,Preventive maintenance,low,Normal,0,TECH222,4.0,T800_ADD_BEARING_SET_T_SERIES,SUP305,1,1,PMKIT_T800,6000,2024-07-10,2024-07-13,2024-07-16,2024-07-16,2024-07-18,2024-07-19,2024-07-16,0,1,2.58,0,0.0,0.98,3.85,0,1669.27,15.48
RMA9509231,CUST10280,US,Vacuum Coating,Standard,LD50,LD,Low,5.09,2925,0,VIB_02,Vibration,high,High,1,TECH215,8.0,LD50_ADD_BEARING_SET_LD_SERIES,SUP301,1,0,,9500,2024-12-30,2025-01-02,2025-01-04,2025-01-05,2025-01-12,2025-01-13,2025-01-12,5,2,7.56,0,0.0,0.63,10.77,0,308.26,45.4
RMA9509232,CUST10313,DACH,Vacuum Coating,Key Account,LD50,LD,Low,3.5,9569,1,PM_SCHED,Preventive maintenance,low,Normal,0,TECH223,7.0,LD50_KIT_O_RING_V_160_1,SUP301,1,1,PMKIT_LD50,9500,2025-12-28,2025-12-29,2025-12-30,2025-12-31,2026-01-02,2026-01-03,2026-01-01,5,4,1.86,0,0.0,0.84,3.38,0,534.8,13.64
RMA9509233,CUST10112,DACH,R&D,Standard,LD50,LD,Low,9.01,10004,0,PM_SCHED,Preventive maintenance,low,Normal,0,TECH201,12.0,LD50_KIT_OIL_SEAL_SC_17_30_7,SUP301,1,1,PMKIT_LD50,9500,2024-06-30,2024-07-04,2024-07-06,2024-07-07,2024-07-09,2024-07-10,2024-07-07,0,4,1.84,0,0.0,1.32,3.85,0,534.8,10.94
RMA9509234,CUST10234,DACH,Vacuum Coating,Standard,G200D,G,Medium,4.14,3828,4,LEAK_01,Seal/Leak,medium,Normal,0,TECH216,5.0,G200D_ADD_FILTER_ELEMENT_G_SERIES,SUP310,0,0,,9000,2025-04-04,2025-04-06,2025-04-08,2025-04-10,2025-04-18,2025-04-19,2025-04-13,1,2,6.06,1,1.18,1.24,7.15,0,318.66,44.36
RMA9509235,CUST10033,EMEA,Semiconductor,Standard,T800,T,High,1.9,4775,2,CONT_05,Contamination,medium,Normal,0,TECH204,12.0,T800_ADD_ROTOR_BALANCING_WASHER_T_SERIES,SUP301,1,0,,6000,2024-09-25,2024-09-28,2024-09-29,2024-10-01,2024-10-08,2024-10-09,2024-10-25,5,3,7.34,0,0.0,1.32,27.67,0,352.6,40.87
RMA9509236,CUST10240,DACH,R&D,Standard,T800,T,High,7.19,2204,4,CTRL_04,Control electronics,medium,Normal,0,TECH205,6.0,T800_ADD_ROTOR_BALANCING_WASHER_T_SERIES,SUP301,1,0,,6000,2024-03-30,2024-04-02,2024-04-05,2024-04-06,2024-04-12,2024-04-13,2024-04-20,2,1,6.31,0,0.0,1.06,18.52,0,912.51,39.91
RMA9509237,CUST10239,DACH,Pharma,Strategic,LD50,LD,Low,1.11,10074,1,PM_SCHED,Preventive maintenance,low,Normal,1,TECH220,4.0,LD50_KIT_O_RING_P_8,SUP301,1,1,PMKIT_LD50,9500,2024-06-21,2024-06-23,2024-06-25,2024-06-27,2024-06-29,2024-06-30,2024-06-25,3,1,1.94,0,0.0,1.28,2.44,0,534.8,12.25
RMA9509238,CUST10048,US,Semiconductor,Standard,R300,R,Medium,5.47,5765,3,PM_SCHED,Preventive maintenance,low,Normal,1,TECH213,4.0,R300_KIT_O_RING_P_24,SUP301,1,1,PMKIT_R300,7000,2024-08-23,2024-08-27,2024-08-29,2024-08-31,2024-09-02,2024-09-03,2024-08-30,0,0,2.45,0,0.0,1.2,3.21,0,2210.8,17.12
RMA9509239,CUST10088,DACH,Pharma,Key Account,G100D,G,Medium,1.01,10870,0,CONT_05,Contamination,medium,Normal,0,TECH205,6.0,G100D_ADD_FILTER_ELEMENT_G_SERIES,SUP301,1,0,,8000,2024-11-01,2024-11-02,2024-11-03,2024-11-04,2024-11-11,2024-11-12,2024-11-29,4,2,6.63,0,0.0,1.29,27.62,0,425.88,36.64
RMA9509240,CUST10257,APAC,Vacuum Coating,Key Account,R300,R,Medium,5.76,3391,0,LEAK_01,Seal/Leak,medium,Normal,0,TECH222,4.0,R300_ADD_BEARING_SET_R_SERIES,SUP301,1,0,,7000,2024-10-13,2024-10-14,2024-10-15,2024-10-15,2024-10-21,2024-10-22,2024-10-24,0,0,6.27,0,0.0,0.85,10.71,0,600.06,40.85
RMA9509241,CUST10238,EMEA,Pharma,Key Account,G400D,G,High,8.49,5252,1,LEAK_01,Seal/Leak,medium,Normal,0,TECH206,7.0,G400D_ADD_ANTI_CORROSION_FASTENER_SET_G_SERIES,SUP310,0,0,,10000,2024-11-01,2024-11-05,2024-11-08,2024-11-09,2024-11-17,2024-11-18,2024-11-15,0,4,8.38,0,0.0,0.83,10.18,0,585.04,49.95
RMA9509242,CUST10240,DACH,R&D,Standard,T1200,T,High,5.21,7092,2,PM_SCHED,Preventive maintenance,low,Normal,1,TECH208,7.0,T1200_KIT_SPRING_PHI10X22,SUP301,1,1,PMKIT_T1200,6500,2025-11-02,2025-11-06,2025-11-09,2025-11-10,2025-11-14,2025-11-15,2025-11-09,3,2,2.59,1,0.95,0.79,3.52,1,1461.04,17.44
RMA9509243,CUST10303,DACH,Vacuum Coating,Standard,LD50,LD,Low,5.51,12137,4,TEMP_03,Overheating,high,High,0,TECH220,4.0,LD50_ADD_FILTER_ELEMENT_LD_SERIES,SUP302,1,0,,9500,2024-06-10,2024-06-14,2024-06-16,2024-06-18,2024-06-26,2024-06-27,2024-06-29,1,2,7.97,0,0.0,1.2,15.11,0,308.26,51.86
RMA9509244,CUST10217,US,Semiconductor,Strategic,R600,R,High,2.98,10699,0,CTRL_04,Control electronics,medium,Normal,0,TECH223,7.0,R600_ADD_EXHAUST_VALVE_PLATE_R_SERIES,SUP301,1,0,,8000,2025-03-10,2025-03-14,2025-03-17,2025-03-17,2025-03-25,2025-03-26,2025-04-05,1,2,7.88,0,0.0,1.02,22.77,0,638.41,49.69
RMA9509245,CUST10054,APAC,Vacuum Coating,Key Account,T800,T,High,3.23,6310,2,PM_SCHED,Preventive maintenance,low,Normal,0,TECH217,4.0,T800_ADD_PRESSURE_SENSOR_T_SERIES_SPARE,SUP301,1,1,PMKIT_T800,6000,2025-01-04,2025-01-05,2025-01-06,2025-01-07,2025-01-10,2025-01-11,2025-01-08,1,2,2.73,0,0.0,1.21,3.02,0,1514.16,17.98
